m1,m2,x1_0,x2_0,v1_0,v2_0,t,x1_t,x2_t
5.989511707147292,2.5291887858422695,"[-0.6508710172508323, -0.6243093526276589]","[3.6388146033748434, -3.326081914508034]","[-0.9856790727800036, -2.1004702085177795]","[4.475977856977048, 0.0818602050132986]",24.572578864675286,"[-22.75404717557035, -52.49967377692986]","[108.6105633399182, -0.6955426409299685]"
4.511676749276437,2.1874298114587787,"[1.0184690333863582, 0.9766177457636402]","[-5.152991556341398, -0.19365031496438334]","[1.1165991871105776, 3.812363166882193]","[-2.8076523437598286, -1.8009603804474983]",7.550575240133868,"[9.176159334255637, 29.615177828551467]","[-25.78873749670818, -13.488794636150649]"
1.1339968120577057,5.240092843889833,"[-9.648616973837346, -8.2536817708384]","[5.697065707254559, -8.314920221386933]","[0.8368922517668489, -1.2203551007439173]","[-4.498568916245541, 0.991474236550383]",31.10998324899506,"[19.019107839501835, -36.66837147724085]","[-134.82292769332548, 20.463016238007285]"
2.044005078118643,6.919248413118442,"[8.108471344656525, -5.810013666203875]","[-5.886661609129147, 9.94200745141486]","[-4.301089705636482, -2.02669868980942]","[3.6318238528698696, -3.7443834477774485]",42.18845087641472,"[-170.82942643089424, -86.76380813352834]","[146.59039959845094, -149.37168602438283]"
5.421439377247591,4.71504291654233,"[-4.4608448738715945, -7.083293399857147]","[-2.9997786542766143, 2.4821763057186335]","[-2.7774369744722973, -0.14825098618164834]","[0.38723866531284035, -3.8085658794120194]",41.65702603824232,"[-111.11995503613208, -10.400591252571706]","[2.7363291014382614, -159.45798729783561]"
2.6047299846756116,2.3509121252069556,"[1.8905943555464084, -9.946042604479688]","[-6.049335777395433, 3.388304141132508]","[-1.3094925016127723, 1.3311662984586272]","[-1.1770495019343077, 0.35563672317664796]",29.883090461672076,"[-47.45728652972705, 22.9753795056632]","[-29.904015612212554, 21.614191657078443]"
4.924429731670936,0.9829877432883615,"[5.761194243702191, -9.031027089689765]","[6.441270388663103, -3.445045631933321]","[-3.1580695608533937, -0.9392941459721413]","[-3.213033519383143, -4.184882664991702]",39.89583460903848,"[-101.4729303772084, -68.4579017347704]","[-215.72499480047998, -60.4277168146203]"
5.043904475482042,3.165474261673424,"[1.0234635104507017, -8.757759440410647]","[0.06424305314701684, -8.494353842326143]","[-3.917717542686102, -4.688849515638229]","[1.5906143703694866, -1.560316810454493]",17.320558268869746,"[-63.284791161422206, -66.08552790497825]","[21.95987116617369, -73.57970789022218]"
5.258727093564471,9.715324881515047,"[2.003727160718583, -3.3732105759873]","[-1.2374654826547786, -0.16389288361453147]","[-2.948846400255408, -1.2934761221242574]","[0.6232328422071829, -1.2783150326905721]",13.67015788134825,"[-26.708841571061857, -4.169572363293116]","[1.0041018241961552, -26.778559679532457]"
0.3609643005279314,4.4333018160270905,"[-7.735450385632127, 2.411155201775559]","[-0.17638976622860802, 3.8196539489643033]","[2.3866478497778214, -0.37115562801248636]","[1.3934128328143043, -1.0536071724158846]",12.938812044182889,"[21.932074108632285, -17.665892301030755]","[17.951469651003325, -8.569085564906924]"
2.3872345092770098,3.9277452756942783,"[0.7106383113124579, 8.845514948053406]","[2.6853068696627638, -4.6594348732004764]","[-4.902706708719627, -3.2030261251957173]","[-0.5643860198645978, 1.3184225961876885]",31.63236895036496,"[-151.59377306629833, -93.59046526980599]","[-16.857097431211734, 37.72409688541827]"
9.845172404444387,4.893234783277511,"[-1.6036413045469224, -2.3284678625820066]","[-5.061960906132528, -6.122686957757464]","[-3.0094126718464596, 4.789712955236519]","[-4.493009332277467, -4.498741222320946]",12.504496504999192,"[-39.7695980482682, 56.53245724411586]","[-60.16883193376404, -60.30075232973957]"
7.574426472527261,4.94535977325099,"[5.284941632123903, 4.790611725105581]","[2.593684123994782, -8.50450223472183]","[4.6378793177595075, -2.038287766811057]","[0.9931960435506317, 4.45442996279899]",39.48729984890179,"[183.3014587088236, -76.68726275392699]","[49.655470612031685, 168.90735154159637]"
4.993279174023121,7.252914735903388,"[-8.277912117563588, 2.370929149261203]","[0.6686988024446663, 0.4465045149242819]","[0.37243326204463667, -4.7730993371148065]","[1.3879763452402791, -1.0642348031243145]",41.87428643703747,"[16.779597260563023, -192.351795232403]","[52.274999802142716, -47.66130617722642]"
4.9327563542832005,5.88291532098941,"[9.109445287290445, -1.9852002195188074]","[-2.4182333242299787, 7.159052496992054]","[-0.3932985235669868, 2.544743504289924]","[-4.564360425563043, -1.1541712990992146]",14.183002274622973,"[2.6114606849742845, 34.24416446380536]","[-66.38330019451234, -9.325654070724472]"
4.428076843646463,7.2414488561236166,"[4.539800031624191, 0.4645878114501585]","[3.708808938035748, -3.254959748364856]","[-0.268333365130915, 2.6350616664017483]","[-3.129659783420067, -4.006103429819423]",20.665061389315618,"[-2.544230091723445, 50.08520628406687]","[-60.02477710579839, -83.08594305542297]"
0.8269717307500726,4.267460181712774,"[-6.478978515655946, 0.2665667791873503]","[4.455595499758385, -1.436286729574599]","[-3.3597914776277493, 4.000535194605009]","[-4.518045289611039, 2.447603485068245]",31.574300255446637,"[-107.64736351532328, 118.2765464614777]","[-139.15091654522342, 77.45429826992675]"
8.350812157336373,4.907413672421085,"[-2.6556800700877536, 3.832385046137075]","[-4.442408495347032, -1.9157289423490234]","[-2.1655846079220376, -4.571341829287084]","[4.968016261105197, -0.6097551542632331]",48.616796381182766,"[-98.03884382141074, -226.55419981351895]","[220.23900744377775, -17.70404761322255]"
7.77426379407749,3.305012633725941,"[-7.586655426191593, 1.521104887684288]","[-8.294268115160438, 4.704152009534383]","[-3.2045831829214166, -4.7652537931373695]","[3.905292626773617, 3.88869650866814]",38.195982685390376,"[-129.14663866436217, -176.81747348967318]","[138.89109600772866, 144.59222811157576]"
3.0875648877649544,4.180308192100556,"[3.136894637188277, -6.9092148797649]","[-2.0577708674274913, -2.225718519051478]","[-1.2519005872302125, 2.2623872958728555]","[-3.9503659872736305, -2.5988616336855443]",44.7040318312666,"[-60.09175831060396, 93.26584326117623]","[-173.29014504082846, -117.69420817055487]"
3.412517396280515,8.755859860023056,"[-6.248100316609973, -6.32923551917806]","[-6.720545726108713, -9.80053401126238]","[-1.2061616030706448, 4.15815362096099]","[-4.947804311321385, 4.248931789559279]",17.55214726302411,"[-39.50427367347009, 56.96734563145353]","[-88.85494157037101, 68.5531310747437]"
8.424499740632207,9.051300576729767,"[-7.085664825883244, 9.472273333969664]","[8.106118281408396, 7.291454224277597]","[4.1963303205781095, 3.3787359937083945]","[3.8914203327760273, 2.1408801713458505]",1.397047248957231,"[-1.1860631976899552, 14.185716734581138]","[13.508057692087947, 10.288703781769488]"
2.6416890754729088,8.918992583406531,"[2.627451490077613, 0.4993673895597528]","[3.7223159651706332, 7.331632888610081]","[-1.796574649010111, 0.7016742840191643]","[-2.033918763453074, -3.6209566279487926]",2.4160117052574,"[2.4793572696500132, 0.002983363596523958]","[-2.43340483385924, -0.7675063717001908]"
5.783001909384682,0.7845627449937047,"[-0.5086108434396319, -3.388922488937185]","[2.9158033927575993, -6.51667888977707]","[0.09692909227027613, 2.617234198534728]","[0.03664794215151446, -3.9188986845270044]",8.069556144944821,"[0.3579404373711286, 17.568234864204946]","[2.5895977113027504, -36.94074293323002]"
3.2613862926902475,2.170224425138371,"[-5.769236279699623, 9.674290599239235]","[-7.859203507078774, -0.08189429657549141]","[-3.685184487158717, -1.096145061727103]","[3.926131677154851, -3.0123112329970017]",36.77500335883787,"[-140.66935655464974, -31.771540595529494]","[135.58873927323083, -109.15384655380971]"
3.842467010903428,7.641411141651041,"[-0.4685308199565128, 0.44611339318868737]","[3.7445189662751197, 0.9607237429486126]","[-2.9221421964516194, -0.8297467978609117]","[-3.822050780355987, -1.113623422521651]",19.10961622659043,"[-67.91847129724563, -19.131190384155673]","[-63.455882129215865, -18.44901479614148]"
9.106368363636443,8.910752149099219,"[-2.5439980394503436, -6.727899032516125]","[-4.512514519944042, -4.077376742279077]","[-3.7768337759168116, -2.1873134679217365]","[-0.3781515872400041, -0.36395187735165724]",33.89651561981427,"[-112.13178048746771, -43.84881562279445]","[-36.16893068746079, -54.248189975146225]"
1.491882025977056,0.4809987789462704,"[9.490384499472732, 7.1371254856177515]","[-3.3759226377457203, 2.589266188076637]","[3.9355706162130506, -4.48085867892165]","[2.241003218644887, 4.822497980956591]",30.958823105237293,"[131.18680478942977, -131.51634737098885]","[66.45019932061918, 151.67523710545098]"
9.339059062045733,6.462043815024149,"[1.566328463575985, 7.6311919237074655]","[0.9486159324861276, -9.823320034955469]","[-3.4147283755157565, 0.7067586164238158]","[3.828149299313802, -3.6891907669562785]",44.17616580372772,"[-148.44777516120385, 37.0782035062289]","[168.85409012511263, -170.23254365591018]"
6.0410375513318,6.732568815837087,"[-1.2203030765129714, -8.680820045062847]","[0.8876808390510327, 0.7441961636374828]","[-0.9027060522675203, 1.9133175482060576]","[1.8698873295968896, -0.628885282966472]",1.1792681671474055,"[-2.2638283634661818, -6.371395378448616]","[3.0739299611424262, -0.04508324254937042]"
6.70007415753828,7.621427058495242,"[-5.3291665114667275, -2.1390738976542067]","[-0.9291127976605456, 9.319026203535412]","[3.643471436401466, -0.09281555100789518]","[4.185243192096776, -4.166108169882172]",47.78444653053579,"[196.2234630267056, -11.587574217814584]","[174.92764346520545, -185.34885052448885]"
8.774127569982397,8.014337003681224,"[-9.528298876053707, -6.1723403060439175]","[2.7973148393666634, -1.518519667965922]","[-2.0170977397909953, 1.758142667133347]","[3.7697805043626307, -4.162406063627579]",25.170351586551945,"[-58.43730305792967, 37.807836985756126]","[95.64543030072255, -105.98898074572003]"
7.585477186156723,7.168252725375895,"[3.9507279425546145, -2.8750043010382527]","[-5.894108065092065, -2.5049484010254712]","[1.4691700736758717, 2.2962705835243282]","[3.37145108531557, 0.5610533657428682]",46.46585217679734,"[66.14884072731222, 67.43795350600156]","[157.18455855827943, 62.06786856049029]"
1.6457053676163256,1.123274210790354,"[-6.887276247565019, 6.552641989208009]","[2.3290683039462294, -4.884877216251608]","[-4.113693112954445, 0.8709212966892066]","[-2.7075142680144513, 2.159123789582055]",19.868450001735507,"[-88.0219240596153, 23.61299916133834]","[-52.341256559687686, 38.37031552963654]"
0.3291812992174087,5.738400501904264,"[-3.00987053596248, 3.5069557210463227]","[-8.65072585344694, -8.374474752219488]","[2.3245220769503803, -0.09549340550608676]","[-4.375215191206446, 2.5925990822238347]",3.926734397843883,"[5.99500743111186, 3.0266661899307903]","[-25.823983565635434, 1.8120144457967386]"
8.598630222148815,9.070126967963002,"[-6.231802494072706, 9.104827792864508]","[-0.2612295144755894, 1.8936998415678712]","[-2.153486593238286, 3.615096819802705]","[-1.4343259628772986, 3.58977607394411]",37.39735231775336,"[-71.13969550308089, 143.30211429027452]","[-68.71569110327708, 137.08771616861688]"
9.529985677957347,5.46424909871074,"[0.10914604457053123, -3.302724106205053]","[-0.20983378100090277, 1.2311331550971634]","[-3.4353999222270835, 0.6716236965075426]","[4.5862947796948905, -0.2395895442252174]",38.18969610552781,"[-124.76929616665197, 28.42331557355954]","[163.9196286355059, -18.517265882678114]"
0.2986331628262986,7.218065081606543,"[5.578054559541947, 1.351743664161372]","[-7.735099778704917, 4.000356069577819]","[4.687928046778685, -1.1042052667026434]","[4.147627844775974, -0.8500040136412688]",14.375319671012985,"[69.99347614385351, -13.816936707691019]","[52.011462871643865, -8.247875744002268]"
7.769001250633351,0.4834140716060935,"[8.063378451737634, -8.421515252463523]","[0.8662504104726807, -9.0256559487256]","[1.7332706926867836, 2.452406589438616]","[-4.78285479230556, 4.216729380835197]",6.09015088761868,"[18.578004163545216, 6.515786248207491]","[-27.59905393529135, 16.626330655731813]"
5.5714612371670365,2.5305462582966145,"[6.60678843501541, 1.3421005454966597]","[-8.846046297593036, -0.5365582581903077]","[2.369348665492053, 3.7558218575707265]","[-1.5177117347839761, -2.047672317036777]",33.62897437834551,"[85.65242463164444, 127.30861923492313]","[-58.49118503277623, -68.6536890292102]"
6.888961533152618,4.528149528075103,"[-0.662406973108709, -1.0569673385951823]","[6.6449226278808915, -8.851639102023173]","[2.619034189279069, -0.6072880142645074]","[-2.0483122727029848, -4.416695011662134]",44.100169548674096,"[114.77994649802832, -32.00849357778356]","[-83.59852002510897, -197.28451882232935]"
5.483195010307831,4.301572288071494,"[8.466888045307574, -3.4843459070173433]","[7.370275286005899, 8.751933181846344]","[3.522019378679996, -3.892314750045298]","[-3.983744506733393, -4.661184844913581]",22.562770954021456,"[87.03527617930568, -90.40340091082936]","[-81.36919928944465, -97.56753587597878]"
7.0793906741282715,6.833970461285084,"[-8.928989395042562, 0.3979454177285202]","[-8.853997184520267, 6.85719067397061]","[2.4164889066668653, -0.17004485719667617]","[-0.5290874731672588, -3.6223739317929393]",27.166031672189735,"[39.34783485987061, 0.8888395920577083]","[-5.233840997160357, -96.84219390210745]"
2.1262983275451357,4.769586697932325,"[-0.2835571252239646, 4.326776147300496]","[-3.2744711579958956, -4.786750067623656]","[-2.6967720599133447, 2.7103475958906396]","[2.875964419300713, 4.892951740301269]",29.332920256114004,"[-75.7289459955515, 80.02900499701761]","[79.45485319129743, 140.43194706660574]"
4.410021867143399,4.352343660310779,"[0.9439499743559807, 7.163148792473375]","[-2.620361626424927, -8.77500995326448]","[2.65847399879355, 0.6424540673486758]","[4.272211913034045, 1.9914557196668383]",44.25175725322904,"[131.0819456244834, 27.546529191031997]","[173.7710755696081, 87.50337803529989]"
6.791288949295618,1.32733895809131,"[-1.9987291023988778, 0.2383708972605607]","[-9.674945920413812, -2.1243511479589783]","[-3.1143314015137147, 3.9136472209561184]","[-1.6293842160443384, 4.832573407988264]",28.505096257936398,"[-84.9488974050353, 121.6468377922139]","[-85.91977431953032, 85.23356566891633]"
8.726037754109461,4.080504346613764,"[-6.540778777740302, -9.741393862717844]","[-9.621227800207752, -0.42082531916273425]","[-3.8659336134971745, -4.765413211101524]","[-2.5364729509455506, 0.37756759098777604]",32.71849012788338,"[-133.17852740673484, -163.38184719743333]","[-92.28951378752421, 7.064020997379432]"
7.248439649012055,9.14081736518062,"[-0.19399719989649888, -8.1945950075953]","[-4.838338339988453, 8.004753063963086]","[3.860766166411837, -2.6572475833987994]","[0.20580221247391783, 1.0821982979529219]",49.58787288180841,"[189.15922392913166, -136.06364212902537]","[7.02741414229186, 58.577483001559294]"
1.9108306365351488,3.2676935250141286,"[-7.8346855869398375, -1.9367529904034875]","[-2.06627646453388, -5.176241505631907]","[0.38641588708081986, 3.0718468545285873]","[-3.843506843069524, -3.92846468329871]",3.9184671792041166,"[-6.2145913774035675, 9.889863698657438]","[-17.188879616374457, -20.44681707707259]"
1.4548124767800177,8.642511557315723,"[-9.550895773676887, -7.168647677223232]","[3.8986192865866816, 9.492888301590853]","[-3.5872179637346124, -4.930557363943448]","[0.21225293754635643, -0.6480904508571452]",33.821927904757004,"[-129.72787579535176, -172.5577686385348]","[10.883900241641728, -12.657704081070916]"
9.521229355365534,5.438223028985383,"[1.9527191607847332, 9.810912071346252]","[6.994407223618818, 8.853899414760939]","[2.9741031851193824, 3.6912211220012594]","[-3.7704500862285837, 1.571705946906242]",21.681586103288918,"[65.93122040261139, 76.27093086326131]","[-73.8711753890849, 66.69194781530507]"
7.2107117382710175,9.512048146265776,"[1.8405877519701654, -8.808116278436863]","[-0.5697159083944303, 5.452638176671252]","[-4.30264653016245, -0.8046532713061705]","[2.8727586552706983, -2.203801488796734]",0.8939193490863742,"[-2.0058863179492925, -9.507901187059403]","[1.9984920082614976, 3.4678274495138246]"
3.056487266539161,8.259964666731205,"[-4.755873177711775, -6.328515413127724]","[-2.8979292092566027, -3.8022392527209075]","[3.865544876020735, -1.1488225386441564]","[4.532698151372408, -1.3571869189387997]",33.580905214299925,"[141.2090027896117, -49.433336427650524]","[143.3357297592072, -47.70290146714363]"
5.514968814807546,0.158488636546592,"[4.0261181419639875, -5.27948976415624]","[6.406221093424911, -6.892097197467695]","[2.3464955868384108, -1.486847672540954]","[2.6262151326544494, -2.775756564431396]",26.27153565647411,"[65.930952934808, -45.21920375092258]","[66.39566451911544, -49.26550500702826]"
6.387887842615419,9.571913856411612,"[6.006561827100455, -0.15973486881050825]","[-6.170983127001195, 5.197509843862454]","[4.55431903101352, 4.487019505854139]","[1.7249182218593102, -0.3090378746615947]",4.82465962494687,"[27.579999363722916, 21.49662431397621]","[2.417837279238477, 3.701156858282954]"
1.37067916277764,9.017887676526971,"[3.729301609956355, 7.959601748414034]","[-7.851862813014813, 6.116755270466118]","[1.726289286626188, -3.854846513274326]","[3.5379871509952228, 2.4888900146503428]",9.325526862994943,"[18.6223426626006, -27.106603837518538]","[25.32496453043143, 29.192864944259966]"
7.368168469955994,6.000125679886635,"[0.7265619357624082, -8.28720666281544]","[-2.2228318797364643, 4.698868539470411]","[-4.232218296130254, 3.3195136572278052]","[-0.9531544637593194, 1.5687013189067178]",18.93501451481876,"[-76.38960536320769, 57.813425010592795]","[-23.980556216284377, 30.41665567948074]"
0.11345244734531529,7.799252579907267,"[-0.22743071588060104, -0.8036051785445473]","[3.8178599662945274, -4.851981036707638]","[-4.282595183080399, -2.6839619494151536]","[2.0826707800659205, 2.109832657375753]",33.80022021786097,"[-137.75304165580013, -92.25252380549918]","[74.10746212619878, 66.47145242606425]"
8.30594159695389,0.8077223383401989,"[-2.3537934094178787, -2.7573230694356354]","[-0.4691629349802877, -2.0985615564077342]","[3.3428689547024817, 1.755961166988608]","[2.335651431194564, -2.127509886682647]",18.9737507929963,"[63.3363312688047, 26.85794771528637]","[20.572379674176744, -4.398169994129562]"
1.7898402954639256,3.1298672555690397,"[4.617160111717652, -4.411015429550577]","[-3.8194244766122605, -8.59059478473572]","[-1.734051143303427, -2.0294967545959985]","[2.4373275978069255, 2.101652924038236]",32.735877169097364,"[-58.00272069861968, -61.95475771818116]","[79.31640220752597, 55.1229708744247]"
2.950726736167854,6.539066404433643,"[-6.82421854067554, -1.7818677600046389]","[2.566542873660575, -9.737352290345445]","[-0.44778703193202407, 2.58200785672818]","[-3.7590327322359354, -2.826948526862499]",39.451689532261504,"[-23.628127948611738, 96.31554888228445]","[-146.12264391902795, -119.56533443265349]"
6.267689238744324,6.403951112429765,"[4.417247634629227, -0.55776806127081]","[0.6998423343180189, -8.245423512353078]","[-1.7060232554337604, -3.021443514011838]","[-0.8693395886598427, -2.7825269336483407]",30.84563280992825,"[-37.283235011768994, -94.65657032781353]","[-36.805956913970384, -93.19292241334198]"
6.806486254206313,6.742152189616045,"[7.53468179972247, -6.304181844992769]","[-8.720053653253235, -6.560103977515537]","[0.8152800090506416, 4.4746140401890155]","[2.767466388412114, 1.5759706746201054]",22.24584106745425,"[23.03874619001096, 89.94353363198114]","[55.50220862915091, 31.82395649089348]"
7.668655546290472,9.094407041776948,"[-6.1466722098340405, 3.0187737870958458]","[-7.60205563058701, -0.3719934858018732]","[-1.2325590840654566, -3.9872625518564586]","[-4.201948241200898, -4.665382024676336]",14.751671649923745,"[-35.185725566464974, -63.974642430689386]","[-60.43310748963311, -62.30110458750479]"
6.943094152510282,7.942016259391654,"[2.104997917695851, 7.156254525774671]","[-6.153700057088622, -4.809473769475259]","[-1.5185114149031054, -3.0457635984173392]","[-3.401441665617746, 0.604288660095472]",22.54949686589676,"[-36.77855869706987, -61.94975343417208]","[-78.79645227722139, 9.188975693099898]"
3.0116622391449104,2.4091608595368834,"[7.4338619966116966, 6.442091095609989]","[2.6955631537152698, -4.884769139228043]","[0.7493465187605874, -4.157503354086398]","[-0.14937297840914177, -2.0168949316497975]",8.930275132098544,"[13.310692395094554, -31.15157131899571]","[2.380493027254794, -22.313637944970957]"
7.736985471813587,0.9832794964771946,"[9.620998849468712, 4.599560967004823]","[-2.554905146070965, -3.4501047012381196]","[1.9215013263682348, -3.690473231941848]","[1.681705031871794, -3.0779464552383065]",35.632668935060245,"[74.83066141582248, -125.56727366660957]","[83.00886574860247, -123.62673388078512]"
6.389999201566555,8.439201973712969,"[-2.5471207720851208, -7.6627828274307515]","[-9.5050367682172, 5.571283175746872]","[-2.219783170896762, -3.498024443253626]","[-2.8708534994641832, -1.092552885985759]",43.295383535516955,"[-101.48096314055121, -152.35573925338474]","[-131.65882841691715, -46.84623499258778]"
3.067127960105838,7.797475511940931,"[-1.8925776449131764, -7.31565066490319]","[3.50366111321431, 2.4196817875853753]","[-1.8469379405963227, -0.07933730799393679]","[-3.12028637737894, -4.005932167451522]",26.588171628813864,"[-17.54551588122203, -34.56892335770668]","[-92.61804821813895, -94.20043037541448]"
2.8395653257485534,9.308038692654229,"[-3.2874407929379696, -5.970383890466977]","[9.259292678844382, 5.790313356633071]","[2.759431537020685, 3.1278366382114466]","[1.054122036554073, 4.461871868839973]",27.7754949642423,"[74.68248189135818, 87.81714324240343]","[38.133736132091215, 127.61291101476563]"
3.495196432687012,0.7949896537111761,"[-9.053745089093683, 6.769706699191413]","[3.982882158027504, -2.5318928033181054]","[-0.9764503531252222, -2.450723182386337]","[4.593482180900942, -1.060299436021639]",40.73884921279706,"[-48.52159724385403, -93.14985659937477]","[189.74605035792268, -45.37589603701567]"
6.399882469079301,2.6617693527242197,"[6.663307303248743, -2.523220821392867]","[-8.237849154104552, -0.8139950746726647]","[-3.052759541523258, 3.3410807356886316]","[-0.5825347953972138, -1.602346429414344]",2.3698309147217413,"[-0.6102903492944183, 5.386034687704344]","[-9.524410390962345, -4.590749665698792]"
6.071860206186151,2.50624754711742,"[7.351159368143392, 7.405998479202406]","[0.4789418483809076, -0.4765136066401894]","[1.5509078139069574, 2.317153554059958]","[2.6733633184353973, -0.2646087330671234]",40.61549918672473,"[69.57885051286844, 98.21365526437873]","[110.90793381197737, -3.2174872016393987]"
4.438401208663914,7.863910019582198,"[5.248562518117975, -2.450282655601505]","[2.5107024450673787, -7.47605625056538]","[-1.9226196373738116, -1.866164641865046]","[4.41865015890855, -2.139911812316362]",31.853437711656944,"[-49.93907707915463, -72.96146391891112]","[139.8427857178687, -69.39313622078835]"
7.304889854647884,5.285274835274789,"[-9.301484478431112, -4.814744288264244]","[2.611843850968455, -3.6629759277072838]","[-4.530947591498369, -0.5960208858961247]","[4.3388806518034535, 0.8338287116993026]",15.794863070953449,"[-80.25827700726649, -14.15379591113712]","[70.30229020269914, 9.40355229353355]"
0.22227514656548975,6.542095233980032,"[-5.7486461727280425, -7.0222227693867145]","[8.726358157755609, -9.24740112651415]","[-4.378463042260678, -4.809929721745091]","[0.808021591340423, 1.9653368428905784]",4.409563478715501,"[-24.91580093044864, -28.210006116504506]","[12.284625493373564, -0.5818678790653768]"
5.860019981819273,1.2193965898952908,"[-5.558413089777144, 7.556516154077681]","[9.470582003609785, -1.452456960616983]","[0.3413402109427093, -2.0950103157777944]","[-2.7552004900728466, -4.886710238181592]",23.785612212313797,"[2.7005772910649344, -42.75274615349654]","[-56.73636407447317, -115.38797467911311]"
3.181163646963298,1.9005922740429515,"[-9.639156889528277, 9.462096593982913]","[1.6490270717894333, 2.310869465378655]","[-2.226121534153136, -0.3425686960206278]","[-0.8848265812589498, 1.2013406483689337]",34.21432512163596,"[-83.56829371388609, -2.3019885151481336]","[-32.367460554165014, 43.48645092371075]"
2.625137941680069,1.6516150606633815,"[-9.017484233383009, 6.440651301385628]","[-5.088156561931032, -0.7639308207138757]","[0.004924473899951209, -2.0394028595072387]","[1.051736495580382, -0.9345690919379201]",40.71469279483589,"[-0.9647453385126679, -77.94599836730114]","[25.252330939799418, -36.664134019660935]"
8.441764666653755,0.869794786031448,"[-0.0636904192990464, -0.7397485035724056]","[0.42763623229562775, 2.7685246238212375]","[-1.4040306986018325, 4.463388189507292]","[1.4213294445365605, 4.328395167510969]",47.66727418212613,"[-61.70290140005439, 215.27612141112402]","[16.864710204074637, 177.46779367154488]"
6.201224228344236,6.382774971796749,"[-0.822002470094187, 1.156852496888126]","[4.206884214655155, -2.5213331915203696]","[-3.4089835644339326, -2.0959343027496082]","[-1.5788777409447317, -0.04631978095300582]",44.77264021435046,"[-131.1447760006925, -89.26922704623902]","[-88.15558125060225, -7.912505341779717]"
4.730673215208658,3.0086019704150595,"[0.5152520533273641, 1.7136110094288206]","[-0.010811368831131318, -2.099936544259611]","[4.4131240725093015, 4.771733187794133]","[-0.6149040212514265, -0.0880983340412902]",44.7872294633526,"[195.8829674194383, 210.8396042382013]","[-23.959517775715398, 1.1664553045108355]"
7.246321675749265,1.2083291730322325,"[-5.246747251672015, -0.12424240681430021]","[8.81887830292304, -1.2304325774505642]","[-1.7335820786136624, 0.2797113875794164]","[0.03962134099808701, -3.133177787678305]",9.242851108435396,"[-21.156173345044238, 2.416393489858023]","[8.50254691497158, -29.921894626864116]"
6.515228714940903,1.764901359702052,"[-0.018851311627113176, 0.7081916267656769]","[-9.150673648528313, -8.213037094546996]","[0.14245449717481318, -0.7091190779712075]","[2.366016343303837, 2.627515145115842]",21.107287280975648,"[-1.2537885283373695, -10.037761457136222]","[56.448218458714834, 31.66231573071602]"
2.5353006055245957,5.232835892061339,"[-0.7415479696383098, -1.293989070498096]","[2.701271816538666, 5.88292755063657]","[-0.6985212277652106, -0.06092727656181385]","[1.2943746972156456, 2.2067429919658395]",31.579223918370097,"[-19.766629578581977, 1.5684619467913725]","[42.10680873576449, 73.25111328042405]"
6.844826695962958,2.172593888902486,"[-7.496031991097181, -0.7709671595977312]","[-5.89726914522724, 8.292357455526673]","[-3.964319761308973, 1.298357685546839]","[0.5232634852300846, 2.1728949210954083]",12.04018242634476,"[-54.9072201737405, 15.296474820264748]","[-0.6050781158938405, 33.083994702581904]"
4.832110039654313,1.7298045985482775,"[-7.711774886997606, -9.48878210183636]","[-3.325405700810866, -7.518393614539933]","[1.1991435091926297, 2.129141529676197]","[-0.9375081816626079, -4.561120828350336]",30.745381811303982,"[32.112779947209134, 53.47812032076683]","[-40.408069952734934, -140.78392411960164]"
7.038072193750539,7.857702238469222,"[-5.233507634004506, 4.404919627841899]","[-8.851305667533577, -4.864365071913131]","[-3.829050008548643, -4.397221550621744]","[-3.489512107912236, 4.337976901797557]",14.511026752724849,"[-68.43906904100446, -58.32603122264095]","[-52.64273717900355, 57.11925196465154]"
8.884824635137303,5.745258448664767,"[-1.9618038594599945, -2.0796101727939913]","[-0.9089084124894615, -6.3031741112724005]","[-4.844356086532494, -2.6377468403619964]","[2.0259379649091596, -2.9992515239651283]",18.48456273344239,"[-88.40623222236496, -53.54658814535471]","[31.74350903472013, -57.55307189734171]"
2.7094722137863654,9.538165292037569,"[-4.989729032303318, -4.875437807290042]","[8.295393319800286, -9.350023761314832]","[-4.598062127296485, 0.7972304790768048]","[0.22001369041223562, 0.49880922663866833]",22.700522470301706,"[-107.06614152537995, 12.701549704737968]","[12.635898163372572, 2.121080151580196]"
9.250612058098591,4.7323544071992005,"[-9.73565875519181, 9.924454398983912]","[4.414395121824079, 3.1054864153753527]","[2.260201197271595, 1.0289197593569055]","[-3.227470238449391, 2.8401256725705473]",43.186583563236525,"[70.67196854001324, 26.806480113474706]","[-101.34180718338823, 179.62126815169364]"
4.473693480560057,8.284275021772233,"[4.370175617356987, 1.767207248283885]","[5.97134888678325, 1.7442024439499164]","[4.365677422110407, 3.315500099974688]","[-3.5381785141693323, -4.815366965703413]",32.08345365915499,"[156.3357451346069, 71.94926570080834]","[-113.9716657374334, -133.20564930294512]"
0.2927456189820923,4.071605528671962,"[0.1655316567979277, -1.0902807396377963]","[-9.697850016169552, -5.765647747510911]","[4.030010788614243, -4.729523647733491]","[4.433668786215447, 0.29341365767533034]",36.27947781312212,"[142.15350853703194, -170.1867405504653]","[151.45666068075312, 4.70034751022548]"
